# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/tede0387/8_Structural-Annotation/braker3/braker3_output/braker.gtf" "-o" "/proj/uppmax2026-1-61/nobackup/work/tede0387/10_Gene-Quantification/counts.txt" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam
g1618	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	641216;641216;648101;648137;648179;648670;648670;648670;649087;649087;649087	641266;641266;648511;648511;648511;648905;648905;648905;649393;649393;649393	-;-;-;-;-;-;-;-;-;-;-	1005	3068	1304	1450	1194	1099	1148
g1619	contig_75_pilon	647314	647727	-	414	342	152	119	460	435	387
g1620	contig_75_pilon	653075	653329	-	255	25	71	43	218	167	138
g1621	contig_75_pilon;contig_75_pilon;contig_75_pilon	653737;654225;654619	654043;654460;655029	+;+;+	954	3381	626	1267	1573	1458	1430
g1622	contig_75_pilon	655401	655814	+	414	345	121	208	666	550	340
g1623	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	661803;662287;662708;663112	662147;662481;662928;663349	+;+;+;+	999	3	1	1	70	69	48
g1624	contig_75_pilon;contig_75_pilon	664765;665251	665132;667069	-;-	2187	932	676	592	538	334	639
g1625	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	670412;671497;671919;672120;672362;672760;673394;673709;674102;674705	671395;671781;672016;672169;672490;673030;673538;673827;674188;674819	-;-;-;-;-;-;-;-;-;-	2283	929	499	514	267	209	227
g1626	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	676586;677031;677289;678231;678507	676652;677152;677935;678381;678719	+;+;+;+;+	1200	76	156	92	145	102	100
g1627	contig_75_pilon;contig_75_pilon;contig_75_pilon	678970;679253;679931	679117;679341;679975	-;-;-	282	814	1396	1363	1446	1475	1636
g1628	contig_75_pilon	682533	683813	-	1281	0	0	0	0	0	0
g1629	contig_75_pilon;contig_75_pilon	682533;684289	683832;684320	-;-	1332	27	77	47	15	5	35
g1630	contig_75_pilon	697053	697412	+	360	65	53	36	39	28	73
g1631	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	698632;698632;699122;699122;699485;699485;700022;700022;700447;700447;701188;701188;701861;701861;702203;702203;702516;702516;703177;703177;703503;703503;703896;703896;704183;704183;704621;704621;704809;704809;705038;705038;705251;705251;705574;705604;706006;706006;706194;706194;706791;706791;707176;707176;707604;707604	698745;698745;699222;699222;699671;699671;700106;700106;700617;700617;701438;701438;701943;701943;702304;702304;702603;702603;703227;703227;703613;703613;703946;703946;704332;704332;704668;704668;704892;704892;705118;705118;705357;705357;705676;705676;706071;706071;706271;706271;706862;706862;707244;707244;707699;707699	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2349	210	158	151	113	61	175
g1632	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	709116;709366;709803;710022;710395;710780;711285;711849;712213	709134;709610;709902;710183;710609;711044;711461;712048;712527	+;+;+;+;+;+;+;+;+	1698	665	674	526	923	393	978
g1633	contig_75_pilon;contig_75_pilon;contig_75_pilon	713993;714718;715274	714265;714930;715411	+;+;+	624	71	118	85	36	20	73
g1634	contig_75_pilon	721432	721668	+	237	1489	3168	2824	2188	1647	2168
g1635	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	725198;725198;725369;725369;725915;725915;726311;726311;726621;726621;726995;726995;727396;727396;727751;727751;728095;728095;728519;728519;729019;729022;729376;729376;729628;729628;729885;729885;730362;730362;732126;732126;732434;732434	725226;725226;725671;725671;726056;726056;726484;726484;726797;726797;727149;727149;727486;727486;727914;727914;728149;728149;728641;728641;729117;729117;729503;729503;729732;729732;730156;730156;731785;731785;732230;732230;732529;732529	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3642	106	302	138	449	112	187
g1636	contig_75_pilon	734738	735769	+	1032	37	116	151	241	106	95
g1637	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	737501;737501;737817;737817;738101;738200	737677;737677;737987;737987;738424;738424	+;+;+;+;+;+	672	20	20	29	1	2	0
g1638	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	738795;738795;739803;739803;740794;740794	739704;739704;740577;740577;740917;740959	-;-;-;-;-;-	1851	0	0	2	17	5	16
g1639	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	744866;744866;745290;745290;746934;746934;747435;747435	745093;745093;746765;746765;747095;747095;747779;747683	-;-;-;-;-;-;-;-	2211	2270	3584	3592	3383	1672	3339
g1640	contig_75_pilon	747893	749530	-	1638	919	1238	1576	1248	452	1081
g1641	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	756912;756912;757106;757121;757602;757602;757923;757923	756991;756991;757191;757191;757656;757656;758883;758883	+;+;+;+;+;+;+;+	1182	44	90	49	53	22	49
g1642	contig_75_pilon	759305	759535	-	231	0	6	0	0	0	1
g1643	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	760926;762102;762564;763081;763533;764117;764897;765358;765536;765954;766172;766365;766697;767036;767314	761290;762186;762791;763253;763758;764482;765085;765417;765682;766052;766258;766464;766836;767179;767502	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2598	372	272	197	102	124	283
g1644	contig_75_pilon	769180	769638	-	459	4	1	3	2	0	5
g1645	contig_75_pilon	770197	770631	+	435	0	7	2	5	3	10
g1646	contig_75_pilon	770800	772095	-	1296	9	9	4	7	0	17
g1647	contig_75_pilon;contig_75_pilon;contig_75_pilon	772341;772901;773051	772424;773764;773764	-;-;-	948	96	87	65	55	8	89
g1648	contig_75_pilon	777579	777821	+	243	3	12	0	6	3	15
g1649	contig_75_pilon;contig_75_pilon	788906;789949	789093;789985	+;+	225	7	1	1	0	7	0
g1650	contig_75_pilon;contig_75_pilon;contig_75_pilon	790123;790599;791035	790496;790842;791223	+;+;+	807	37	27	5	3	74	2
g1651	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	797246;797811;798483;798893;799317	797678;798328;798691;799207;799617	+;+;+;+;+	1776	279	297	183	578	466	375
g1652	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	800687;801238;801676;802279;803461	800982;801436;801861;802566;803649	-;-;-;-;-	1158	4	2	7	59	45	38
g1653	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	808710;809404;809845;810290;810569	809081;809731;810006;810412;810708	-;-;-;-;-	1125	0	4	3	0	3	0
g1654	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	823919;824262;824488;824913;825104;825422;825879;826298;826640;827151;827366;827798;828316;828803	823960;824328;824598;824978;825218;825531;825943;826360;826762;827249;827476;827934;828401;829152	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1545	85	137	173	89	89	104
g1655	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	831673;831673;831673;831673;832573;832573;832573;832573;832927;832927;832927;832927;833439;833439;833439;833439;834041;834050;834050;834050;834432;834432;834432;834432;834743;834743;834743;834743;835030;835030;835030;835030;835225;835225;835225;835225;835553;835553;835553;835553;836229;836229;836229;836229;836478;836478;836478;836478;836787;836787;836787;836787;838783	831924;831924;831924;831924;832706;832706;832706;832706;833184;833181;833181;833184;833780;833780;833780;833780;834223;834223;834223;834220;834607;834607;834607;834607;834814;834814;834814;834814;835101;835101;835101;835101;835296;835296;835296;835296;835624;835624;835624;835624;836300;836300;836300;836300;836613;836613;836613;836613;836987;836937;836937;836937;838813	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2073	823	638	631	266	148	349
g1656	contig_75_pilon;contig_75_pilon;contig_75_pilon	859219;859751;860990	859443;860527;861463	-;-;-	1476	690	940	979	1229	1084	1080
g1657	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	867411;867680;867972;868365;868768;869315;869701	867554;867800;868093;868426;868936;869488;869955	-;-;-;-;-;-;-	1047	2422	3074	3008	2971	3095	2439
g1658	contig_75_pilon	872421	872759	+	339	41	53	67	95	105	136
g1659	contig_75_pilon;contig_75_pilon	872933;873065	873922;873922	+;+	990	191	224	358	631	887	712
g1660	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	874993;874993;875407;875407;875784;875784;876149;876149;876590;876683	875283;875283;875668;875668;875938;875938;876354;876354;877313;877313	-;-;-;-;-;-;-;-;-;-	1638	1	2	2	3	0	10
g1661	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	890646;891345;891634;892017	891223;891544;891919;892314	+;+;+;+	1362	218	4551	3738	577	600	725
g1662	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	893721;893992;894333;894823;895281;895493;896019	893774;894162;894533;894992;895383;895646;896209	+;+;+;+;+;+;+	1044	235	533	548	168	204	438
g1663	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	898418;899127;899445;899647;900026;900312;900602;900873;901096	898560;899214;899504;899757;900110;900394;900693;900984;901311	+;+;+;+;+;+;+;+;+	990	271	3179	2057	269	176	349
g1664	contig_75_pilon	902620	902856	+	237	216	143	253	446	268	369
g1665	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	902935;903202;903552;904029;904356	903037;903308;903755;904096;904551	+;+;+;+;+	678	612	733	534	1311	894	1064
g1666	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	905382;905782;905960;906288;906585;906896	905479;905831;906033;906332;906703;907100	-;-;-;-;-;-	591	741	844	771	1508	1027	1266
g1667	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	910383;911401;911676;912010;912690;913112;913376;913682;913952;914353;914623;914794;915048;915527;916099;916418;917242;917609;917918;918246;918546;918932;919257;919779;920140;920471;921009;921446;922123;922457;922917	910420;911464;911791;912297;912876;913180;913477;913771;914071;914448;914679;914937;915135;915612;916224;916525;917349;917740;918040;918389;918659;919009;919448;919877;920205;920686;921149;921501;922189;922561;923036	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3540	29	59	40	88	25	65
g1668	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	933482;934225;934828;935356	933595;934515;935142;935805	+;+;+;+	1170	337	974	838	763	542	770
g1669	contig_75_pilon	937729	939783	-	2055	2436	842	996	2261	2731	2024
g1670	contig_75_pilon;contig_75_pilon	966637;967612	967484;968188	-;-	1425	761	641	675	221	89	316
g1671	contig_75_pilon;contig_75_pilon;contig_75_pilon	1019261;1019261;1019579	1019479;1019881;1019881	-;-;-	621	1721	3002	4312	2378	2322	1902
g1672	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1026928;1026932;1027225;1027242;1027627;1027627;1028111;1028111;1028576;1028576;1028750;1028750;1029160;1029160;1029500;1029500;1029724;1029724;1030204;1030204	1027070;1027070;1027534;1027534;1027728;1027728;1028233;1028233;1028635;1028635;1028846;1028846;1029233;1029233;1029553;1029553;1029807;1029807;1030326;1030326	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1170	808	1059	1047	682	582	1196
g1673	contig_75_pilon;contig_75_pilon	1033797;1035191	1034685;1035807	+;+	1506	2063	3002	3420	900	1385	1748
g1674	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1036503;1036503;1036774;1036774;1037049;1037049;1037318;1037318;1037591;1037591;1037838;1037838;1038219;1038219;1038686;1038686;1039066;1039066;1039312;1039312;1040006;1040236;1040919	1036642;1036642;1036846;1036846;1037162;1037162;1037419;1037419;1037668;1037668;1038014;1038014;1038275;1038275;1038799;1038799;1039146;1039146;1039332;1039395;1040078;1040294;1040936	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1170	0	9	2	11	3	7
g1675	contig_75_pilon;contig_75_pilon;contig_75_pilon	1044767;1045354;1046267	1045207;1045643;1047071	-;-;-	1536	1956	2721	2578	3931	3635	3170
g1676	contig_75_pilon;contig_75_pilon;contig_75_pilon	1049717;1050480;1050995	1050348;1050640;1051269	+;+;+	1068	255	260	355	500	142	425
g1677	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1074771;1075088;1075665;1076032;1076358	1074979;1075346;1075898;1076159;1076661	-;-;-;-;-	1134	16	6	4	35	23	16
g1678	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1085683;1086478;1086658;1087214;1087469;1087661;1088480	1086198;1086547;1086826;1087360;1087556;1087825;1089214	-;-;-;-;-;-;-	1890	237	444	487	476	446	608
g1679	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1103242;1103242;1103242;1103242;1103853;1103853;1104567;1104567;1104567;1104567;1104899;1104899;1104899;1104899;1105197;1105197;1105197;1105197;1105798;1105798;1105798;1105798;1106122;1106122;1106122;1106122;1106562;1106562;1106562;1106562;1106801;1106801;1106801;1106801;1107350;1107350;1107350;1107350;1107643;1107643;1107643;1107643;1107950;1107950;1107950;1107950;1108298;1108298;1108298;1108298;1108492;1108492;1108492;1108492;1108974;1108974;1108974;1108974;1109396;1109396;1109396;1109396;1109699;1109699;1109699;1109699;1110255;1110255;1110255;1110255;1110731;1110731;1110731;1110731;1111018;1111018;1111018;1111018;1111332;1111332;1111332;1111332;1111686;1111686;1111686;1111686;1111943;1111943;1111943;1111943;1112291;1112291;1112291;1112291;1112801;1112801;1112801;1112801;1113381;1113381;1113691;1113691;1113691;1113691;1114766;1114766;1114766;1114766	1104316;1104316;1103753;1103753;1104316;1104316;1104677;1104677;1104677;1104677;1105009;1105009;1105009;1105009;1105369;1105369;1105369;1105369;1105905;1105905;1105905;1105905;1106253;1106253;1106253;1106253;1106676;1106676;1106676;1106676;1107030;1107030;1107030;1107030;1107442;1107442;1107442;1107442;1107736;1107736;1107736;1107736;1108027;1108027;1108027;1108027;1108368;1108368;1108368;1108368;1108587;1108587;1108587;1108587;1109051;1109051;1109051;1109051;1109464;1109464;1109464;1109464;1109766;1109766;1109766;1109766;1110332;1110332;1110332;1110332;1110830;1110830;1110830;1110830;1111077;1111077;1111077;1111077;1111396;1111396;1111396;1111396;1111751;1111751;1111751;1111751;1111992;1111992;1111992;1111992;1112375;1112375;1112375;1112375;1112900;1112900;1112900;1112900;1113458;1113458;1113771;1113771;1113771;1113771;1114816;1114816;1114816;1114816	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3516	992	960	698	917	363	679
g1680	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1144611;1144987;1145381;1145647	1144772;1145079;1145440;1146054	+;+;+;+	723	15	23	47	34	65	76
g1681	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1146150;1146400;1146697;1146855;1147076;1147282;1147520	1146205;1146540;1146747;1146950;1147159;1147383;1147525	+;+;+;+;+;+;+	536	1	11	7	5	6	2
g1682	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1155075;1155075;1155075;1155295;1155295;1155295;1155521;1155521;1155521;1155730;1155730;1155730;1155933;1155933;1155933;1156140;1156140;1156140;1156476;1156476;1156476;1156688;1156688;1156688;1157243;1157243;1157604;1157911;1183684;1184045;1184045;1184352;1184352	1155157;1155157;1155157;1155397;1155397;1155397;1155604;1155604;1155604;1155825;1155825;1155825;1155983;1155983;1155983;1156280;1156280;1156280;1156532;1156532;1156532;1157035;1157035;1157035;1157302;1157302;1157696;1158072;1183743;1184137;1184137;1184513;1184513	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1593	1006	866	780	949	661	815
g1683	contig_75_pilon	1184904	1185287	-	384	0	2	7	31	17	18
g1684	contig_75_pilon	1194385	1194768	+	384	0	0	1	0	0	4
g1685	contig_75_pilon	1208965	1209351	+	387	0	0	0	0	0	0
g1686	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1269676;1270390;1270744;1271082;1271982	1269809;1270644;1270849;1271180;1272884	+;+;+;+;+	1497	428	239	499	126	138	114
g1687	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1277685;1277685;1277906;1277906;1278849;1279086;1279272	1277741;1277741;1278157;1278157;1278915;1279141;1279490	-;-;-;-;-;-;-	651	29	4	6	20	14	17
g1688	contig_75_pilon	1281544	1282794	+	1251	147	49	32	39	34	94
g1689	contig_75_pilon	1283247	1283651	-	405	62	84	41	97	113	130
g1690	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1283914;1284453;1284891;1285165;1285347	1284156;1284584;1284928;1285231;1285871	+;+;+;+;+	1005	496	396	361	432	624	600
g1691	contig_75_pilon	1287154	1289199	-	2046	34	113	164	3	4	25
g1692	contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon;contig_75_pilon	1295648;1295648;1296361;1296361;1297546;1297546;1298364;1298364	1295947;1295947;1296656;1296656;1297951;1297951;1298585;1298573	-;-;-;-;-;-;-;-	1224	196	391	267	124	84	235
g1693	contig_75_pilon;contig_75_pilon	1301531;1301867	1301698;1301911	-;-	213	18	12	10	9	0	23
g1694	contig_75_pilon	1305662	1306180	+	519	5439	2061	2835	3424	4088	3112
g1695	contig_75_pilon	1308613	1309128	+	516	7334	2595	3398	3400	4035	3239
